"Index","Entry Date","Entry Time","Exit Date","Exit Time","Type","Strike","B/S","Qty","Entry Price","Exit Price","Vix","P/L"
"101.1","2024-06-06"," 09:17:00","2024-06-06"," 09:26:00","CE","77200","Buy","10","62.50","42.50","","-200.00"
"102","2024-06-07"," 09:16:00","2024-06-07"," 15:15:00","","","","","","","16.89","750.00"
"102.1","2024-06-07"," 09:21:00","2024-06-07"," 09:23:00","CE","75900","Buy","10","64.95","139.95","","750.00"
"103","2024-06-10"," 09:16:00","2024-06-10"," 15:15:00","","","","","","","16.87","-311.50"
"103.1","2024-06-10"," 09:17:00","2024-06-10"," 09:18:00","CE","79000","Buy","10","249.60","218.45","","-311.50"
"104","2024-06-12"," 09:16:00","2024-06-12"," 15:15:00","","","","","","","14.68","-200.00"
"104.1","2024-06-12"," 10:04:00","2024-06-12"," 11:31:00","CE","78200","Buy","10","67.00","47.00","","-200.00"
"105","2024-06-13"," 09:16:00","2024-06-13"," 15:15:00","","","","","","","13.93","-200.00"
"105.1","2024-06-13"," 09:48:00","2024-06-13"," 10:01:00","PE","75700","Buy","10","58.95","38.95","","-200.00"
"106","2024-06-14"," 09:16:00","2024-06-14"," 15:15:00","","","","","","","13.37","750.00"
"106.1","2024-06-14"," 09:21:00","2024-06-14"," 09:24:00","PE","76400","Buy","10","66.95","141.95","","750.00"
"107","2024-06-18"," 09:16:00","2024-06-18"," 15:15:00","","","","","","","13.39","-200.00"
"107.1","2024-06-18"," 09:46:00","2024-06-18"," 10:20:00","CE","78500","Buy","10","68.25","48.25","","-200.00"
"108","2024-06-19"," 09:16:00","2024-06-19"," 13:10:00","","","","","","","12.87","-287.50"
"108.1","2024-06-19"," 11:48:00","2024-06-19"," 13:10:00","CE","78500","Buy","10","59.05","39.05","","-200.00"
"108.2","2024-06-19"," 10:15:00","2024-06-19"," 13:10:00","PE","76100","Buy","10","59.25","50.50","","-87.50"
"109","2024-06-20"," 09:16:00","2024-06-20"," 15:15:00","","","","","","","13.70","-200.00"
"109.1","2024-06-20"," 09:21:00","2024-06-20"," 09:34:00","PE","76300","Buy","10","68.40","48.40","","-200.00"
"110","2024-06-21"," 09:16:00","2024-06-21"," 15:15:00","","","","","","","13.37","-200.00"
"110.1","2024-06-21"," 09:44:00","2024-06-21"," 09:49:00","PE","76800","Buy","10","66.75","46.75","","-200.00"
"111","2024-06-25"," 09:16:00","2024-06-25"," 15:15:00","","","","","","","14.05","395.50"
"111.1","2024-06-25"," 12:33:00","2024-06-25"," 15:15:00","CE","78900","Buy","10","59.40","98.95","","395.50"
"112","2024-06-26"," 09:16:00","2024-06-26"," 15:15:00","","","","","","","14.31","750.00"
"112.1","2024-06-26"," 09:17:00","2024-06-26"," 11:34:00","CE","79300","Buy","10","60.00","135.00","","750.00"
"113","2024-06-27"," 09:16:00","2024-06-27"," 15:15:00","","","","","","","14.04","-200.00"
"113.1","2024-06-27"," 09:58:00","2024-06-27"," 10:34:00","CE","79800","Buy","10","61.75","41.75","","-200.00"
"114","2024-07-01"," 09:16:00","2024-07-01"," 15:15:00","","","","","","","13.80","-229.50"
"114.1","2024-07-01"," 09:24:00","2024-07-01"," 10:16:00","CE","81200","Buy","10","63.90","40.95","","-229.50"
"115","2024-07-02"," 09:16:00","2024-07-02"," 15:15:00","","","","","","","13.83","-200.00"
"115.1","2024-07-02"," 09:46:00","2024-07-02"," 10:50:00","PE","77500","Buy","10","56.45","36.45","","-200.00"
"116","2024-07-03"," 09:16:00","2024-07-03"," 15:15:00","","","","","","","13.64","-200.00"
"116.1","2024-07-03"," 09:45:00","2024-07-03"," 11:24:00","CE","81000","Buy","10","64.90","44.90","","-200.00"
"117","2024-07-04"," 09:16:00","2024-07-04"," 15:15:00","","","","","","","13.20","-200.00"
"117.1","2024-07-04"," 09:46:00","2024-07-04"," 10:19:00","CE","81100","Buy","10","67.10","47.10","","-200.00"
"118","2024-07-05"," 09:16:00","2024-07-05"," 15:15:00","","","","","","","12.73","-200.00"
"118.1","2024-07-05"," 09:17:00","2024-07-05"," 09:42:00","PE","79100","Buy","10","58.00","38.00","","-200.00"
"119","2024-07-08"," 09:16:00","2024-07-08"," 15:15:00","","","","","","","12.69","-200.00"
"119.1","2024-07-08"," 09:17:00","2024-07-08"," 09:18:00","PE","78000","Buy","10","59.95","39.95","","-200.00"
"120","2024-07-10"," 09:16:00","2024-07-10"," 15:15:00","","","","","","","14.28","750.00"
"120.1","2024-07-10"," 10:10:00","2024-07-10"," 10:36:00","PE","79000","Buy","10","56.30","131.30","","750.00"
"121","2024-07-11"," 09:16:00","2024-07-11"," 15:15:00","","","","","","","14.43","-205.50"
"121.1","2024-07-11"," 09:33:00","2024-07-11"," 09:51:00","PE","79100","Buy","10","57.50","36.95","","-205.50"
"122","2024-07-12"," 09:16:00","2024-07-12"," 15:15:00","","","","","","","13.92","-200.00"
"122.1","2024-07-12"," 09:18:00","2024-07-12"," 09:25:00","PE","79500","Buy","10","64.40","44.40","","-200.00"
"123","2024-07-15"," 09:16:00","2024-07-15"," 15:15:00","","","","","","","14.24","-200.00"
"123.1","2024-07-15"," 09:17:00","2024-07-15"," 11:58:00","CE","82100","Buy","10","69.95","49.95","","-200.00"
"124","2024-07-18"," 09:16:00","2024-07-18"," 15:15:00","","","","","","","13.95","-200.00"
"124.1","2024-07-18"," 09:17:00","2024-07-18"," 09:25:00","CE","81500","Buy","10","58.25","38.25","","-200.00"
"125","2024-07-19"," 09:16:00","2024-07-19"," 15:15:00","","","","","","","14.26","-200.00"
"125.1","2024-07-19"," 09:25:00","2024-07-19"," 09:32:00","CE","82000","Buy","10","64.30","44.30","","-200.00"
"126","2024-07-22"," 09:16:00","2024-07-22"," 15:15:00","","","","","","","15.29","-232.50"
"126.1","2024-07-22"," 09:31:00","2024-07-22"," 10:14:00","PE","77500","Buy","10","86.55","63.30","","-232.50"
"127","2024-07-23"," 09:16:00","2024-07-23"," 11:03:00","","","","","","","15.78","-200.50"
"127.1","2024-07-23"," 09:18:00","2024-07-23"," 11:03:00","CE","83800","Buy","10","61.40","61.35","","-0.50"
"127.2","2024-07-23"," 09:42:00","2024-07-23"," 11:03:00","PE","77000","Buy","10","78.10","58.10","","-200.00"
"128","2024-07-24"," 09:16:00","2024-07-24"," 15:15:00","","","","","","","12.70","-200.00"
"128.1","2024-07-24"," 11:44:00","2024-07-24"," 14:31:00","PE","78600","Buy","10","61.20","41.20","","-200.00"
"129","2024-07-25"," 09:16:00","2024-07-25"," 15:15:00","","","","","","","11.92","-65.00"
"129.1","2024-07-25"," 12:14:00","2024-07-25"," 15:15:00","CE","80700","Buy","10","62.95","56.45","","-65.00"
"130","2024-07-26"," 09:16:00","2024-07-26"," 15:15:00","","","","","","","12.55","750.00"
"130.1","2024-07-26"," 09:17:00","2024-07-26"," 10:00:00","CE","80700","Buy","10","64.80","139.80","","750.00"
"131","2024-07-29"," 09:16:00","2024-07-29"," 15:15:00","","","","","","","12.60","-200.00"
"131.1","2024-07-29"," 11:42:00","2024-07-29"," 12:12:00","CE","83500","Buy","10","65.95","45.95","","-200.00"
"132","2024-07-30"," 09:16:00","2024-07-30"," 15:15:00","","","","","","","12.84","-200.00"
"132.1","2024-07-30"," 10:58:00","2024-07-30"," 15:01:00","CE","83100","Buy","10","56.85","36.85","","-200.00"
"133","2024-07-31"," 09:16:00","2024-07-31"," 15:15:00","","","","","","","12.98","-101.00"
"133.1","2024-07-31"," 09:29:00","2024-07-31"," 15:15:00","CE","83000","Buy","10","59.10","49.00","","-101.00"
"134","2024-08-01"," 09:16:00","2024-08-01"," 15:15:00","","","","","","","13.07","-200.00"
"134.1","2024-08-01"," 09:22:00","2024-08-01"," 09:43:00","CE","83100","Buy","10","60.45","40.45","","-200.00"
"135","2024-08-02"," 09:16:00","2024-08-02"," 15:15:00","","","","","","","13.42","-200.00"
"135.1","2024-08-02"," 09:18:00","2024-08-02"," 09:38:00","CE","81900","Buy","10","59.60","39.60","","-200.00"
"136","2024-08-05"," 09:16:00","2024-08-05"," 15:15:00","","","","","","","15.72","750.00"
"136.1","2024-08-05"," 09:17:00","2024-08-05"," 09:18:00","PE","77000","Buy","10","101.30","176.30","","750.00"
"137","2024-08-06"," 09:16:00","2024-08-06"," 15:15:00","","","","","","","16.77","-200.00"
"137.1","2024-08-06"," 09:22:00","2024-08-06"," 10:23:00","CE","82000","Buy","10","62.95","42.95","","-200.00"
"138","2024-08-07"," 09:16:00","2024-08-07"," 09:33:00","","","","","","","15.96","120.50"
"138.1","2024-08-07"," 09:18:00","2024-08-07"," 09:33:00","CE","81400","Buy","10","64.05","44.05","","-200.00"
"138.2","2024-08-07"," 09:19:00","2024-08-07"," 09:33:00","PE","77700","Buy","10","59.90","91.95","","320.50"
"139","2024-08-08"," 09:16:00","2024-08-08"," 10:05:00","","","","","","","15.25","-227.00"
"139.1","2024-08-08"," 09:33:00","2024-08-08"," 10:05:00","CE","80700","Buy","10","66.45","46.45","","-200.00"
"139.2","2024-08-08"," 09:21:00","2024-08-08"," 10:05:00","PE","77800","Buy","10","64.75","62.05","","-27.00"
"140","2024-08-12"," 09:16:00","2024-08-12"," 15:15:00","","","","","","","15.33","-200.00"
"140.1","2024-08-12"," 09:17:00","2024-08-12"," 10:19:00","PE","77000","Buy","10","70.20","50.20","","-200.00"
"141","2024-08-13"," 09:16:00","2024-08-13"," 15:15:00","","","","","","","14.81","41.00"
"141.1","2024-08-13"," 14:05:00","2024-08-13"," 15:15:00","PE","77500","Buy","10","56.80","60.90","","41.00"
"142","2024-08-16"," 09:16:00","2024-08-16"," 15:15:00","","","","","","","15.17","750.00"
"142.1","2024-08-16"," 09:19:00","2024-08-16"," 09:26:00","CE","80200","Buy","10","64.90","139.90","","750.00"
"143","2024-08-20"," 09:16:00","2024-08-20"," 15:15:00","","","","","","","13.02","-200.00"
"143.1","2024-08-20"," 10:06:00","2024-08-20"," 15:09:00","CE","82000","Buy","10","57.55","37.55","","-200.00"
"144","2024-08-21"," 09:16:00","2024-08-21"," 15:15:00","","","","","","","14.03","-200.00"
"144.1","2024-08-21"," 10:26:00","2024-08-21"," 10:39:00","CE","81800","Buy","10","65.75","45.75","","-200.00"
"145","2024-08-23"," 09:16:00","2024-08-23"," 15:15:00","","","","","","","13.16","-200.00"
"145.1","2024-08-23"," 09:17:00","2024-08-23"," 09:23:00","PE","80400","Buy","10","57.00","37.00","","-200.00"
"146","2024-08-26"," 09:16:00","2024-08-26"," 15:15:00","","","","","","","13.86","-180.00"
"146.1","2024-08-26"," 09:56:00","2024-08-26"," 15:15:00","CE","83000","Buy","10","62.75","44.75","","-180.00"
"147","2024-08-28"," 09:16:00","2024-08-28"," 15:15:00","","","","","","","13.69","-200.00"
"147.1","2024-08-28"," 11:21:00","2024-08-28"," 14:54:00","CE","82700","Buy","10","58.55","38.55","","-200.00"
"148","2024-08-29"," 09:16:00","2024-08-29"," 15:15:00","","","","","","","13.96","750.00"
"148.1","2024-08-29"," 09:26:00","2024-08-29"," 12:30:00","CE","82400","Buy","10","64.00","139.00","","750.00"
"149","2024-08-30"," 09:16:00","2024-08-30"," 15:15:00","","","","","","","13.26","-200.00"
"149.1","2024-08-30"," 09:33:00","2024-08-30"," 10:31:00","PE","81900","Buy","10","63.90","43.90","","-200.00"
"150","2024-09-04"," 09:16:00","2024-09-04"," 15:15:00","","","","","","","14.12","-200.00"
"150.1","2024-09-04"," 09:17:00","2024-09-04"," 09:19:00","PE","80800","Buy","10","62.50","42.50","","-200.00"
"151","2024-09-05"," 09:16:00","2024-09-05"," 15:15:00","","","","","","","13.95","-200.00"
"151.1","2024-09-05"," 09:28:00","2024-09-05"," 12:26:00","PE","81600","Buy","10","56.70","36.70","","-200.00"
"152","2024-09-06"," 09:16:00","2024-09-06"," 09:30:00","","","","","","","12.96","781.50"
"152.1","2024-09-06"," 09:29:00","2024-09-06"," 09:30:00","CE","82400","Buy","10","73.45","148.45","","750.00"
"152.2","2024-09-06"," 09:22:00","2024-09-06"," 09:30:00","PE","81700","Buy","10","67.60","70.75","","31.50"
"153","2024-09-10"," 09:16:00","2024-09-10"," 15:15:00","","","","","","","12.29","-205.00"
"153.1","2024-09-10"," 09:47:00","2024-09-10"," 11:02:00","PE","80300","Buy","10","58.90","38.40","","-205.00"
"154","2024-09-11"," 09:16:00","2024-09-11"," 15:15:00","","","","","","","12.38","-200.00"
"154.1","2024-09-11"," 09:27:00","2024-09-11"," 09:39:00","PE","80600","Buy","10","59.20","39.20","","-200.00"
"155","2024-09-12"," 09:16:00","2024-09-12"," 15:15:00","","","","","","","11.84","-200.00"
"155.1","2024-09-12"," 09:27:00","2024-09-12"," 09:55:00","CE","82700","Buy","10","61.00","41.00","","-200.00"
"156","2024-09-16"," 09:16:00","2024-09-16"," 15:15:00","","","","","","","12.84","-168.50"
"156.1","2024-09-16"," 09:46:00","2024-09-16"," 15:15:00","CE","84500","Buy","10","62.60","45.75","","-168.50"
"157","2024-09-18"," 09:16:00","2024-09-18"," 13:41:00","","","","","","","12.73","788.50"
"157.1","2024-09-18"," 09:23:00","2024-09-18"," 13:41:00","CE","84300","Buy","10","54.05","57.90","","38.50"
"157.2","2024-09-18"," 13:03:00","2024-09-18"," 13:41:00","PE","81500","Buy","10","61.55","136.55","","750.00"
"158","2024-09-19"," 09:16:00","2024-09-19"," 15:15:00","","","","","","","12.36","-200.00"
"158.1","2024-09-19"," 09:22:00","2024-09-19"," 09:24:00","CE","84600","Buy","10","67.40","47.40","","-200.00"
"159","2024-09-20"," 09:16:00","2024-09-20"," 15:15:00","","","","","","","12.38","750.00"
"159.1","2024-09-20"," 09:17:00","2024-09-20"," 09:21:00","PE","82900","Buy","10","65.80","140.80","","750.00"
"160","2024-09-23"," 09:16:00","2024-09-23"," 15:15:00","","","","","","","13.27","-172.50"
"160.1","2024-09-23"," 09:17:00","2024-09-23"," 15:15:00","CE","86500","Buy","10","73.25","56.00","","-172.50"
"161","2024-09-24"," 09:16:00","2024-09-24"," 15:15:00","","","","","","","14.01","-200.00"
"161.1","2024-09-24"," 09:17:00","2024-09-24"," 09:23:00","PE","82100","Buy","10","61.20","41.20","","-200.00"
"162","2024-09-26"," 09:16:00","2024-09-26"," 15:15:00","","","","","","","12.62","750.00"
"162.1","2024-09-26"," 09:21:00","2024-09-26"," 14:51:00","CE","86300","Buy","10","61.70","136.70","","750.00"
"163","2024-09-30"," 09:16:00","2024-09-30"," 15:15:00","","","","","","","12.66","400.00"
"163.1","2024-09-30"," 09:38:00","2024-09-30"," 15:15:00","PE","83000","Buy","10","50.00","90.00","","400.00"
"164","2024-10-01"," 09:16:00","2024-10-01"," 15:15:00","","","","","","","12.60","-200.00"
"164.1","2024-10-01"," 09:31:00","2024-10-01"," 14:57:00","PE","83000","Buy","10","67.40","47.40","","-200.00"
"165","2024-10-03"," 09:16:00","2024-10-03"," 15:15:00","","","","","","","13.02","-200.00"
"165.1","2024-10-03"," 09:17:00","2024-10-03"," 09:25:00","PE","81600","Buy","10","68.55","48.55","","-200.00"
"166","2024-10-04"," 09:16:00","2024-10-04"," 15:15:00","","","","","","","12.98","-200.00"
"166.1","2024-10-04"," 09:17:00","2024-10-04"," 09:36:00","PE","81600","Buy","10","59.70","39.70","","-200.00"
"167","2024-10-07"," 09:16:00","2024-10-07"," 15:15:00","","","","","","","14.06","-200.00"
"167.1","2024-10-07"," 11:07:00","2024-10-07"," 11:09:00","PE","77500","Buy","10","56.10","36.10","","-200.00"
"168","2024-10-08"," 09:16:00","2024-10-08"," 10:02:00","","","","","","","15.01","-281.00"
"168.1","2024-10-08"," 09:17:00","2024-10-08"," 10:02:00","CE","83900","Buy","10","63.40","43.40","","-200.00"
"168.2","2024-10-08"," 09:17:00","2024-10-08"," 10:02:00","PE","78000","Buy","10","57.25","49.15","","-81.00"
"169","2024-10-09"," 09:16:00","2024-10-09"," 15:15:00","","","","","","","14.28","-206.00"
"169.1","2024-10-09"," 10:09:00","2024-10-09"," 11:53:00","CE","83800","Buy","10","58.55","37.95","","-206.00"
"170","2024-10-10"," 09:16:00","2024-10-10"," 15:15:00","","","","","","","13.67","-200.00"
"170.1","2024-10-10"," 09:21:00","2024-10-10"," 09:31:00","PE","80100","Buy","10","61.25","41.25","","-200.00"
"171","2024-10-14"," 09:16:00","2024-10-14"," 15:15:00","","","","","","","13.73","-200.00"
"171.1","2024-10-14"," 09:17:00","2024-10-14"," 09:45:00","PE","79500","Buy","10","50.50","30.50","","-200.00"
"172","2024-10-15"," 09:16:00","2024-10-15"," 15:15:00","","","","","","","12.89","750.00"
"172.1","2024-10-15"," 09:47:00","2024-10-15"," 10:31:00","PE","80700","Buy","10","67.95","142.95","","750.00"
"173","2024-10-16"," 09:16:00","2024-10-16"," 15:15:00","","","","","","","13.10","-200.00"
"173.1","2024-10-16"," 09:39:00","2024-10-16"," 11:16:00","CE","83000","Buy","10","61.25","41.25","","-200.00"
"174","2024-10-17"," 09:16:00","2024-10-17"," 15:15:00","","","","","","","13.07","750.00"
"174.1","2024-10-17"," 09:18:00","2024-10-17"," 09:41:00","PE","80700","Buy","10","66.80","141.80","","750.00"
"175","2024-10-18"," 09:16:00","2024-10-18"," 15:15:00","","","","","","","13.67","-200.00"
"175.1","2024-10-18"," 09:17:00","2024-10-18"," 09:41:00","PE","80200","Buy","10","62.05","42.05","","-200.00"
"176","2024-10-21"," 09:16:00","2024-10-21"," 15:15:00","","","","","","","13.45","-200.00"
"176.1","2024-10-21"," 09:34:00","2024-10-21"," 13:56:00","PE","79300","Buy","10","68.75","48.75","","-200.00"
"177","2024-10-22"," 09:16:00","2024-10-22"," 15:15:00","","","","","","","14.00","-200.00"
"177.1","2024-10-22"," 09:21:00","2024-10-22"," 10:13:00","CE","82900","Buy","10","60.40","40.40","","-200.00"
"178","2024-10-23"," 09:16:00","2024-10-23"," 15:15:00","","","","","","","14.39","-200.00"
"178.1","2024-10-23"," 09:39:00","2024-10-23"," 10:04:00","PE","78400","Buy","10","60.25","40.25","","-200.00"
"179","2024-10-24"," 09:16:00","2024-10-24"," 15:15:00","","","","","","","14.72","-200.00"
"179.1","2024-10-24"," 09:22:00","2024-10-24"," 09:27:00","PE","78900","Buy","10","56.25","36.25","","-200.00"
"180","2024-10-25"," 09:16:00","2024-10-25"," 15:15:00","","","","","","","14.01","-205.00"
"180.1","2024-10-25"," 09:18:00","2024-10-25"," 09:23:00","CE","80800","Buy","10","58.70","38.20","","-205.00"
"181","2024-10-28"," 09:16:00","2024-10-28"," 15:15:00","","","","","","","14.86","-300.00"
"181.1","2024-10-28"," 09:17:00","2024-10-28"," 09:18:00","PE","77000","Buy","10","80.00","50.00","","-300.00"
"182","2024-10-29"," 09:16:00","2024-10-29"," 15:15:00","","","","","","","14.36","-200.00"
"182.1","2024-10-29"," 09:23:00","2024-10-29"," 12:52:00","PE","78400","Buy","10","62.20","42.20","","-200.00"
"183","2024-10-30"," 09:16:00","2024-10-30"," 09:47:00","","","","","","","14.71","-239.00"
"183.1","2024-10-30"," 09:42:00","2024-10-30"," 09:47:00","CE","81300","Buy","10","57.40","37.40","","-200.00"
"183.2","2024-10-30"," 09:34:00","2024-10-30"," 09:47:00","PE","79000","Buy","10","61.95","58.05","","-39.00"
"184","2024-10-31"," 09:16:00","2024-10-31"," 15:15:00","","","","","","","15.96","-200.00"
"184.1","2024-10-31"," 09:26:00","2024-10-31"," 09:29:00","PE","79100","Buy","10","57.55","37.55","","-200.00"
"185","2024-11-04"," 09:16:00","2024-11-04"," 15:15:00","","","","","","","16.68","750.00"
"185.1","2024-11-04"," 09:17:00","2024-11-04"," 09:35:00","PE","77000","Buy","10","78.75","153.75","","750.00"
"186","2024-11-05"," 09:16:00","2024-11-05"," 11:55:00","","","","","","","16.70","-265.00"
"186.1","2024-11-05"," 09:19:00","2024-11-05"," 11:55:00","CE","81100","Buy","10","66.05","45.60","","-204.50"
"186.2","2024-11-05"," 11:44:00","2024-11-05"," 11:55:00","PE","75600","Buy","10","64.70","58.65","","-60.50"
"187","2024-11-06"," 09:16:00","2024-11-06"," 15:15:00","","","","","","","15.47","-200.00"
"187.1","2024-11-06"," 14:23:00","2024-11-06"," 14:41:00","CE","82000","Buy","10","59.95","39.95","","-200.00"
"188","2024-11-07"," 09:16:00","2024-11-07"," 15:15:00","","","","","","","15.05","750.00"
"188.1","2024-11-07"," 09:26:00","2024-11-07"," 10:01:00","PE","79000","Buy","10","59.10","134.10","","750.00"
"189","2024-11-08"," 09:16:00","2024-11-08"," 09:27:00","","","","","","","15.41","-159.50"
"189.1","2024-11-08"," 09:26:00","2024-11-08"," 09:27:00","CE","80200","Buy","10","60.70","64.75","","40.50"
"189.2","2024-11-08"," 09:18:00","2024-11-08"," 09:27:00","PE","78400","Buy","10","56.80","36.80","","-200.00"
"190","2024-11-11"," 09:16:00","2024-11-11"," 15:15:00","","","","","","","14.92","-200.00"
"190.1","2024-11-11"," 09:50:00","2024-11-11"," 10:14:00","CE","81000","Buy","10","62.50","42.50","","-200.00"
"191","2024-11-12"," 09:16:00","2024-11-12"," 10:01:00","","","","","","","14.11","-363.50"
"191.1","2024-11-12"," 10:00:00","2024-11-12"," 10:01:00","CE","80900","Buy","10","64.25","49.40","","-148.50"
"191.2","2024-11-12"," 09:20:00","2024-11-12"," 10:01:00","PE","78500","Buy","10","64.30","42.80","","-215.00"
"192","2024-11-13"," 09:16:00","2024-11-13"," 15:15:00","","","","","","","14.57","750.00"
"192.1","2024-11-13"," 09:35:00","2024-11-13"," 14:31:00","PE","77400","Buy","10","65.55","140.55","","750.00"
"193","2024-11-14"," 09:16:00","2024-11-14"," 15:15:00","","","","","","","14.82","-200.00"
"193.1","2024-11-14"," 09:22:00","2024-11-14"," 09:26:00","PE","76800","Buy","10","59.75","39.75","","-200.00"
"194","2024-11-18"," 09:16:00","2024-11-18"," 15:15:00","","","","","","","15.96","-200.00"
"194.1","2024-11-18"," 09:17:00","2024-11-18"," 09:18:00","PE","75000","Buy","10","42.95","22.95","","-200.00"
"195","2024-11-19"," 09:16:00","2024-11-19"," 15:15:00","","","","","","","15.07","750.00"
"195.1","2024-11-19"," 09:18:00","2024-11-19"," 10:26:00","CE","79000","Buy","10","61.55","136.55","","750.00"
"196","2024-11-22"," 09:16:00","2024-11-22"," 15:15:00","","","","","","","18.67","750.00"
"196.1","2024-11-22"," 09:20:00","2024-11-22"," 09:23:00","CE","78100","Buy","10","60.80","135.80","","750.00"
"197","2024-11-25"," 09:16:00","2024-11-25"," 15:15:00","","","","","","","16.70","-200.00"
"197.1","2024-11-25"," 09:17:00","2024-11-25"," 09:53:00","CE","82000","Buy","10","122.45","102.45","","-200.00"
"198","2024-11-26"," 09:16:00","2024-11-26"," 15:15:00","","","","","","","15.39","-200.00"
"198.1","2024-11-26"," 10:17:00","2024-11-26"," 14:20:00","PE","77600","Buy","10","61.05","41.05","","-200.00"
"199","2024-11-27"," 09:16:00","2024-11-27"," 15:15:00","","","","","","","14.41","-200.00"
"199.1","2024-11-27"," 12:34:00","2024-11-27"," 14:13:00","CE","81600","Buy","10","63.75","43.75","","-200.00"
"200","2024-11-28"," 09:16:00","2024-11-28"," 10:02:00","","","","","","","14.38","-48.50"
"200.1","2024-11-28"," 09:56:00","2024-11-28"," 10:02:00","CE","81500","Buy","10","57.20","72.35","","151.50"
"200.2","2024-11-28"," 09:23:00","2024-11-28"," 10:02:00","PE","79200","Buy","10","63.00","43.00","","-200.00"
"201","2024-11-29"," 09:16:00","2024-11-29"," 09:55:00","","","","","","","15.30","118.50"
"201.1","2024-11-29"," 09:27:00","2024-11-29"," 09:55:00","CE","80300","Buy","10","65.55","97.40","","318.50"
"201.2","2024-11-29"," 09:24:00","2024-11-29"," 09:55:00","PE","78100","Buy","10","64.40","44.40","","-200.00"
"202","2024-12-02"," 09:16:00","2024-12-02"," 15:15:00","","","","","","","14.88","-200.00"
"202.1","2024-12-02"," 09:26:00","2024-12-02"," 09:39:00","PE","77000","Buy","10","64.05","44.05","","-200.00"
"203","2024-12-03"," 09:16:00","2024-12-03"," 15:15:00","","","","","","","14.46","-26.50"
"203.1","2024-12-03"," 10:30:00","2024-12-03"," 15:15:00","CE","82400","Buy","10","67.45","64.80","","-26.50"
"204","2024-12-04"," 09:16:00","2024-12-04"," 12:00:00","","","","","","","14.41","-243.50"
"204.1","2024-12-04"," 09:29:00","2024-12-04"," 12:00:00","CE","82600","Buy","10","62.05","57.70","","-43.50"
"204.2","2024-12-04"," 11:58:00","2024-12-04"," 12:00:00","PE","78300","Buy","10","66.05","46.05","","-200.00"
"205","2024-12-05"," 09:16:00","2024-12-05"," 13:14:00","","","","","","","14.46","231.00"
"205.1","2024-12-05"," 09:38:00","2024-12-05"," 13:14:00","CE","82800","Buy","10","59.70","102.80","","431.00"
"205.2","2024-12-05"," 09:39:00","2024-12-05"," 13:14:00","PE","78800","Buy","10","62.70","42.70","","-200.00"